reaction_id,reactants,products,rate_constant,reaction_family,reaction_phase,publication_string,publication_doi,underlying_data_publication_string,underlying_data_publication_doi,Notes
CLT09,CL+CL2O2,CL2+CLOO,7.6000E-11*exp(6.5000E+01/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT10,CL+HOCL,CL2+HO,3.4000E-12*exp(-1.3000E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT11,CL+NO+M,CLNO,7.7000E-32*(T/300)^(-1.8000E+00),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT12,CL+NO2,CLNO2,ko=1.8000E-31*exp(0.0000E+00/T)*(T/300)^-2.0000E+00;kinf=1.0000E-10*exp(0.0000E+00/T)*(T/300)^-1.0000E+00;n=1.0000E+00;F=6.0000E-01,CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT14,CL+NO3,CLO+NO2,2.4000E-11,CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT15,CL+CLNO,CL2+NO,5.8000E-11*exp(1.0000E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT17,CL+CLNO3,CL2+NO3,6.2000E-12*exp(1.4500E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT22,CLO+HO2,HOCL,2.6000E-12*exp(2.9000E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT23,CLO+NO,CL+NO2,6.4000E-12*exp(2.9000E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT25,CLO+NO2,CLNO3,ko=1.8000E-31*exp(0.0000E+00/T)*(T/300)^-3.4000E+00;kinf=1.5000E-11*exp(0.0000E+00/T)*(T/300)^-1.9000E+00;n=1.0000E+00;F=6.0000E-01,CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT27,CLO+CLO,CL2,1.0000E-12*exp(-1.5900E+03/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT28,CLO+CLO,OCLO+CL,3.5000E-13*exp(-1.3700E+03/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT31,CLO+CLO,CL2O2,ko=1.9000E-32*exp(0.0000E+00/T)*(T/300)^-3.6000E+00;kinf=3.7000E-12*exp(0.0000E+00/T)*(T/300)^-1.6000E+00;n=1.0000E+00;F=6.0000E-01,CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT32,CL2O2,2.00000*CLO,4.6296E+26*exp(-8.5370E+03/T)\*CLT31,CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT35,OCLO+NO,CLO+NO2,1.1000E-13*exp(3.5000E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT36,HO+CL2,CL+HOCL,2.6000E-12*exp(-1.1000E+03/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT37,HO+CLO,HCL,6.0000E-13*exp(2.3000E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT38,HO+CLO,CL+HO2,7.4000E-12*exp(2.7000E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT39,HO+HCL,CL,1.8000E-12*exp(-2.5000E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT40,HO+HOCL,CLO,3.0000E-12*exp(-5.0000E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT41,HO+CLNO2,HOCL+NO2,2.4000E-12*exp(-1.2500E+03/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT43,HO+CLNO3,HOCL+NO3,1.2000E-12*exp(-3.3000E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT44,HO+OCLO,HOCL,1.4000E-12*exp(6.0000E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT45,HO+CL2O2,HOCL+CLOO,6.0000E-13*exp(6.7000E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLTO01,CL+CH4,HCL+MO2,7.1000E-12*exp(-1.2700E+03/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.Added as one of the top 5 VOC+Cl reactions.
CLTO02,CL+ETH,HCL+ETHP,7.2000E-11*exp(-7.0000E+01/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.Added as one of the top 5 VOC+Cl reactions.
CLTO03,CL+HC3,HCL+HC3P+0.00003*ASOATJ,1.4000E-10*exp(0.0000E+00/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.Added as one of the top 5 VOC+Cl reactions.
CLTO04,CL+HC5,HCL+HC5P+0.00134*ASOATJ,2.7000E-10*exp(0.0000E+00/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.Added as one of the top 5 VOC+Cl reactions.
CLTO05,CL+HC10,HCL+HC10P,5.2700E-10,CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.Added as one of the top 5 VOC+Cl reactions.
CLOR01,CLO+MO2,CLOO+HCHO+HO2,3.2500E-12*exp(-1.1400E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLOR02,CLO+ETHP,CLOO+ACD+HO2,3.2500E-12*exp(-1.1400E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLOR03,CLO+HC3P,0.66000*HO2+0.13100*MO2+0.04800*ETHP+0.08900*XO2+CLOO+0.50400*ACD+0.13200*ALD+0.16500*ACT+0.04200*MEK,3.2500E-12*exp(-1.1400E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLOR04,CLO+HC5P,0.20000*HO2+0.05100*MO2+0.23100*ETHP+0.23500*XO2+CLOO+0.01800*HCHO+0.04500*ACD+0.20300*ALD+0.03300*MEK+0.21700*ACT+0.03300*KET+0.27200*HKET,3.2500E-12*exp(-1.1400E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLOR51,CLO+HC10P,0.74000*HC10P2+CLOO,3.2500E-12*exp(-1.1400E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
HET_N2O5IJ,N2O5,HNO3+NO2PIJ,HETERO_N2O5IJ,CRACMM3,mixed,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,Sarwar et al. 2012,https://doi.org/10.5194/acp-12-6455-2012,Update to previous CRACMM2 N2O5 reaction to consider CLNO2 as product.
HET_N2O5K,N2O5,HNO3+NO2PK,HETERO_N2O5K,CRACMM3,mixed,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,Sarwar et al. 2012,https://doi.org/10.5194/acp-12-6455-2012,Update to previous CRACMM2 N2O5 reaction to consider CLNO2 as product.
HET_H2NO3PIJA,NO2PIJ,HNO3,HETERO_H2NO3PAIJ,CRACMM3,mixed,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,Sarwar et al. 2012,https://doi.org/10.5194/acp-12-6455-2012,Update to previous CRACMM2 N2O5 reaction to consider CLNO2 as product.
HET_H2NO3PKA,NO2PK,HNO3,HETERO_H2NO3PAK,CRACMM3,mixed,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,Sarwar et al. 2012,https://doi.org/10.5194/acp-12-6455-2012,Update to previous CRACMM2 N2O5 reaction to consider CLNO2 as product.
HET_H2NO3PIB,NO2PIJ+ACLI,CLNO2,HETERO_H2NO3PBIJ,CRACMM3,mixed,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,Sarwar et al. 2012,https://doi.org/10.5194/acp-12-6455-2012,Update to previous CRACMM2 N2O5 reaction to consider CLNO2 as product.
HET_H2NO3PJB,NO2PIJ+ACLJ,CLNO2,HETERO_H2NO3PBIJ,CRACMM3,mixed,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,Sarwar et al. 2012,https://doi.org/10.5194/acp-12-6455-2012,Update to previous CRACMM2 N2O5 reaction to consider CLNO2 as product.
HET_H2NO3PKB,NO2PK+ACLK,CLNO2,HETERO_H2NO3PBK,CRACMM3,mixed,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,Sarwar et al. 2012,https://doi.org/10.5194/acp-12-6455-2012,Update to previous CRACMM2 N2O5 reaction to consider CLNO2 as product.
HET_CLN3_WAI,CLNO3,HOCL+HNO3,HETERO_CLN3_WAI,CRACMM3,mixed,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,CLNO3 added in CRACMM3.
HET_CLN3_WAJ,CLNO3,HOCL+HNO3,HETERO_CLN3_WAJ,CRACMM3,mixed,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,CLNO3 added in CRACMM3.
HET_CLN3_ACLJ,CLNO3+ACLJ,CL2+ANO3J,HETERO_CLN3_ACLJ,CRACMM3,mixed,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,CLNO3 added in CRACMM3.
SOAphot01,AHOMJ,0.80000*AMTN1J+0.20000*ORA1,1.0000E-02NO2_RACM2,CRACMM3,particle,NA,NA,Zawadowicz et al. 2020,https://dx.doi.org/10.1021/acs.est.9b07051,Photolysis loss of HOM SOA. A photo-recalcitrant fraction of 80% (based on O'Brien and Kroll 2019) is implemented with an 80% yield of the new AMTN1 species with the remaining 20% assumed to be a fragmentation product. Formic acid is chosen for the fragmentation product because this was the dominant fragmentation product found in a laboratory study of a-pinene derived SOA photolysis (Malecha and Nizkorodov 2016). The photolysis rate was set to 1% of the NO2 photolysis rate. This rate was about the midpoint of a range of SOA photolysis rates found in a chamber study (Zawadowicz et al. 2020). 
HET_SO2_H2O2,SO2+H2O2,ASO4J,HETERO_SO2H,CRACMM3,mixed,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Heterogeneous reaction of SO2 following Farrell et al. 2025.
HET_SO2_O3,SO2+O3,ASO4J,HETERO_SO2O,CRACMM3,mixed,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Heterogeneous reaction of SO2 following Farrell et al. 2025.
HET_SO2_MEPX,SO2+OP1,ASO4J+MOH,HETERO_SO2M,CRACMM3,mixed,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Heterogeneous reaction of SO2 following Farrell et al. 2025.
HET_SO2_PACD,SO2+PAA,ASO4J+ORA2,HETERO_SO2P,CRACMM3,mixed,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Heterogeneous reaction of SO2 following Farrell et al. 2025.
HET_SO2_NO2,SO2+NO2,ASO4J+HONO,HETERO_SO2N,CRACMM3,mixed,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Heterogeneous reaction of SO2 following Farrell et al. 2025.
HET_SO2_TMI,SO2+AFEJ+AMNJ,ASO4J+AFEJ+AMNJ,HETERO_SO2T,CRACMM3,mixed,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Heterogeneous reaction of SO2 following Farrell et al. 2025.
HET_SO2_HCHO,SO2+HCHO,AHMSJ,HETERO_HMSP,CRACMM3,mixed,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Heterogeneous reaction of SO2 following Farrell et al. 2025.
HET_SO2_HNO4,SO2+HNO4,ASO4J+ANO3J,HETERO_HNO4,CRACMM3,mixed,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Heterogeneous reaction of SO2 following Farrell et al. 2025.
HET_HMS_L1,AHMSJ+HO,HO2+SO2+ORA1,HETERO_HMSL1,CRACMM3,mixed,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Heterogeneous reaction of SO2 following Farrell et al. 2025.
HET_HMS_L2,AHMSJ,SO2+HCHO,HETERO_HMSL2,CRACMM3,mixed,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Farrell et al. 2025,https://doi.org/10.5194/acp-25-3287-2025,Heterogeneous reaction of SO2 following Farrell et al. 2025.
